"PHON","F1","F2","F3","T1","T2","v","v.1","v.2","v.3","v.4","v.5","v.6","v.7","v.8","v.9","v.10","v.11","v.12","v.13","v.14","v.15","v.16","v.17","v.18"
"ee",531.255395040698,1332.28246868119,2927.34565345075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ee",722.325031563408,1694.70973811099,2762.50708769131,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"iy",404.892792271429,2353.24045292372,2668.26411398168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ee",473.193885220976,2234.96971048922,2892.80959154752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"iy",470.243072265859,2109.4025080013,2871.72576387651,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"iy",295.539069247613,2083.0310229409,2815.5010042717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ee",521.884577642934,2019.93005680357,2689.99492296155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ee",663.6912927495,1747.43486502272,2777.95455406696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ee",466.498129717558,2104.26428437999,2848.38198610664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"iy",319.279999311104,2053.71207986287,2975.89466443082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"iy",436.437656044939,1916.13802377954,2823.04455243818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ee",694.315706799612,1625.51346972328,2922.50685924991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ee",646.812598657992,1694.18174649076,2832.59430995837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"iy",460.379819338234,2118.59667186221,2685.00232733141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ee",455.479493391347,1936.26587123748,2765.18545861422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ee",470.163775341791,1944.27248463401,2658.15951473368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"iy",546.554310472709,1845.16576916266,2675.50169939734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"iy",391.62127988694,2183.59906995457,2494.13723161403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"iy",294.297568608315,1914.30130168072,2826.28790410015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"iy",403.174488906279,2079.77774150097,2872.34429409233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"oe",506.241041930574,1409.68259844551,2623.70694416557,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ee",448.686638125986,2311.52439920188,2842.85146113603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"iy",497.446746670941,1713.51749589206,2695.52207076943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ue",374.448075119083,1719.2969869383,2590.98114385378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ee",462.051194333518,1893.58356836687,2759.14658597958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"iy",447.309890663339,1655.97612439325,2644.7066680255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ee",694.899986499423,1657.76380211536,2717.5412308837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ue",269.015404232356,2041.18969943988,2542.32651656743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ee",376.092052098704,2344.38479790938,2783.92801084488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"iy",342.551930624082,2102.60900898591,2740.33016339462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ee",468.555416442033,1857.11154288114,2720.74594403769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"iy",350.971913273561,2295.68712111522,2965.18084077939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"oe",471.720646119808,1680.16332895747,2897.43043116777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"iy",280.892199136524,2479.74981048838,3142.98593490588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"iy",277.283244394774,2330.98972809912,2949.07699363969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ee",443.162620515915,2192.09225348258,2878.0557437923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ue",273.835106792527,2095.66395201922,2745.66932831062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ee",456.009092447438,1864.18374627399,2703.98659513534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"iy",357.042951086227,2233.66229128482,2833.75748365574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"iy",306.117558040112,2418.17080596743,2900.75621520717,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ee",469.053455269731,2050.97750564112,2808.70115266956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ue",415.644743122895,1911.2062825788,2533.30592956078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ue",553.684330756151,1916.67915694692,2483.03540118679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ee",617.779275253999,1741.86764776329,2781.48371722088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ee",600.311923024234,1485.04742541137,3057.09203194326,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ue",303.407255438966,1916.43687004575,2688.71599978626,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ue",304.741046252434,2071.36503167462,2895.78250822342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ee",627.49960026545,1903.36255617417,2752.32256075948,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ee",514.050793590451,1720.44486536543,2932.47646179987,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ue",303.1098585396,1787.19236640618,2828.63985210681,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ee",447.283011164244,2086.75334839269,2899.31393792318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ee",727.59154120075,1782.83079957594,2720.26443177138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ee",455.711697672485,2398.46638218246,2935.27628033751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"iy",310.05293592766,2419.52556411013,2969.71909427624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"iy",374.720904179766,2400.44140809465,2878.91152579751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"oe",627.590099351737,1501.54678136746,2922.60106368222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"oe",488.55648763838,1882.90621292896,2873.03641794839,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ee",487.321768554701,1929.64083509778,2956.94226101018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ee",461.34447385857,2162.10787390967,2704.89506584001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"iy",275.015766103801,2523.1439004837,2835.94157968796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ee",452.443147704043,2209.37788833504,2944.71730767674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ee",469.043096264368,1998.21278387346,2628.50669673467,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"iy",401.883764925451,2062.17626820742,2541.69635916486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"oe",470.719759055621,1825.93501039262,2737.21731978365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"iy",342.8943847777,2286.73836846994,3026.81103531964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ee",697.733820138873,1654.03643981017,2735.92682173653,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"iy",329.876372357493,2587.64131976985,3207.28409414146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",363.069005559919,2007.42310388556,2769.42770172244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",492.321779908477,2552.10096141415,3089.39126045176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",299.71557809718,2605.55122607756,3138.40115878681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",519.719890040699,2230.7830197116,2966.52433953843,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ue",368.199291588518,2078.53765704023,3051.62614130383,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",320.269498441787,2764.62254541378,3241.17966859228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",350.624009658826,2403.37756815266,2936.34077523527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ue",322.32066174975,2190.89983768183,3186.46384640597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",328.706520312003,2438.49044567694,3026.99983604708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",296.614672600513,2613.58963026209,3316.85471024817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",330.32647040476,2249.94811214242,2885.18657630058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",974.88264733375,1641.04654297896,2704.28529412269,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",870.326142270978,1731.27419532609,2882.64919513081,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",540.276086739993,2082.41004784898,2959.5220064101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",465.791063788062,1814.23004518632,2754.35156166257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",512.797264042628,2398.98264677565,3019.79361554342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",402.991247330204,2258.24543148982,2898.61345161838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",328.933451647056,2332.60624115121,2766.64064472426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",392.934307226016,2307.55936184577,2916.27998896338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",400.399528124597,2079.09532453424,2634.88749138256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",312.379929133977,2680.11579492478,3573.3835258694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",342.763890772565,2460.86443077572,3008.28721033053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",409.847731122468,2366.65362051548,2876.29973990826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",600.484002699432,2090.69600554672,2904.03078118804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",500.398451108705,2053.0917938965,2761.05398788337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",566.947324200451,2159.53034363835,2884.75403534805,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",381.584341050345,2738.81039188804,3436.54301393286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",553.34802665754,1900.65293935652,2718.46422141516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",309.457268466247,2216.50412663308,2810.78532289441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",532.205771994747,2262.46200183906,2975.81032823201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",570.423204702561,2086.16314213771,2952.0983516212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",459.412074273987,2494.1787515976,3021.44301682995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",532.949699446101,2260.92649201129,2959.71349357562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",377.748039787451,2299.12752028346,2763.6064117623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",582.192913268138,2195.09852655628,2901.92470434456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",311.611220320238,2637.77754898023,3409.39522612273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",281.931025011505,2794.06071680147,3304.28720621425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",353.845894652012,2042.72545536952,2797.25122865291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",619.305268820268,1751.53438603077,2610.25297426446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",483.770689127016,2509.78383104699,3131.4575402483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",442.171183229624,2102.74105913104,2800.858623846,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",540.861653748971,1618.34835288121,2784.174728155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ue",304.232251860793,2528.55579392447,3293.94912818837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ue",262.464281093879,2085.30458736042,3101.08920538131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",297.086978700347,2576.30979109816,3238.0554860412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",288.561538395465,2345.25997256264,3625.00343433104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",323.758951025004,2390.79511747082,3102.70595500187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ue",280.932746743692,2282.90600281444,3205.06695882067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ue",421.66038453165,1893.99077615991,2876.82055833142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ue",527.911172863964,2127.976580634,3116.05840405625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ue",281.045770354281,2377.5297310586,2940.01080607499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",583.27837644394,2376.55867557522,2968.45998080341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ue",361.514463185323,1994.82207128158,2897.15779277315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ue",403.114491039902,1831.19330113871,2603.27375992175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",972.642837226332,1574.19498232142,3028.56527025376,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ue",332.99565750981,2045.07362387816,3353.72109146122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",440.833871735738,2220.09819565254,2937.45117079284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",567.410992616888,2133.95867248494,3064.15758920211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ue",305.223462043407,1990.72584061059,2911.3904395011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ue",322.245330193413,1992.68911089772,3042.73219154522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"oe",507.267438024542,1775.64441430837,2678.42961948813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",987.52861490664,1576.81984506774,2875.82820617813,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"oe",544.028475702486,1551.33879208583,2573.0511243374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",381.581651350316,2552.11958709944,3198.31148780353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",452.723268930699,2237.42596519706,3131.57085914645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",403.157549954165,2147.02932531119,2852.80193285113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",517.145712293197,2202.09432253916,2848.13373686183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",448.004005557862,2388.73134800914,2941.90789280169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",337.651900766546,2414.61465635152,2933.05845011979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",462.815573143242,1895.22461139689,2729.27926173645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",396.961206991634,2350.25518319034,2958.1657604855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",364.459679042136,2381.81228551541,2998.62131354717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",309.013238290453,2360.64156908774,2973.60613653985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",229.846546930503,2235.03011365803,3004.3854992553,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",449.173401145846,2191.1138581243,2789.43856382403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",703.67582065853,2062.40873298823,2969.70725494218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",497.952476246583,2259.84350987177,2985.94569131696,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",310.475491437283,2307.7436249731,2957.37317625053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",330.019149197615,2312.44353532105,2811.24516615206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",427.325372606452,2414.33177868153,2851.17171775784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",276.197871353858,1992.82631763877,2946.87644338697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ue",307.764101702992,1908.78869368352,3018.90910951325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",519.22443838083,2045.19128250705,2727.87750383194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",533.185305914775,2139.10685871849,2850.39931155444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",306.563590020665,2575.2622182247,3324.2197192855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",607.204532763731,2178.61659467572,3063.17879335878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",402.739072105138,2400.03630740769,2907.28896279552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",588.193337625265,2103.05707328056,2762.93849711791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",582.469456385023,2191.17108030561,2882.68356738102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",276.715468357859,2393.70908408205,3025.59772101925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",331.736727995646,2380.21290441294,2737.15779118742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",478.870813028532,2015.12489611101,2837.80730527648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",299.062628787329,2392.97231092706,2912.59542211893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",359.175384788572,2222.61886620724,2949.33716220798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",316.928254073121,2527.32086664856,2895.88240264145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"oe",547.609684277154,1881.95278273068,2762.65790069431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",375.113688452628,2674.77791105479,3446.25222079787,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",356.533573590584,2606.73878489928,3108.31470692239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ue",382.455714976997,2579.24301205384,3209.49384413762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",430.317278457281,2297.64298547964,2951.84473099819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",348.246628983144,2450.20972058825,2931.32122850445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",318.074796123069,2179.48193081902,3010.16636481496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",495.794367108166,2275.5889077597,2995.94931774227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",267.439514470369,2488.39752810712,3051.16354208231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",335.491404429328,1929.65004443464,2749.81249816637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",388.482280064673,2443.43821663776,3042.5176994622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",405.496958073465,2013.45745835492,2791.99149426276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ue",394.785255143509,1857.32241559725,3040.85171788143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ee",437.712374813426,2018.35321616438,2699.2537583828,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"iy",414.462785559623,1947.8530545195,2711.19135446174,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"oe",559.218429338333,1598.64307136501,2725.79176274386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"iy",335.048675768975,2194.58011888528,2874.89601859209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"iy",322.905741345671,2430.87575881454,2950.94520079103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ee",464.205273110439,1795.89960185996,2816.89854564649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"iy",314.00066667326,2256.75787576923,2885.27072419523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ee",349.236432855046,2151.78422596214,2885.03416410134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ue",285.661212370743,2328.21745061992,3160.30805387794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"oe",499.339176746129,1427.07129640481,2660.11102625397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ee",545.273517285068,1991.48107982549,2893.55479801673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ee",393.034347152655,1854.19962086874,2844.81712750883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"oe",515.747789310242,1567.15239027242,2937.8655157031,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"oe",416.951332029193,1808.36607211033,2655.09110866517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ee",326.761142668393,2263.75235739998,2913.71808426307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ee",952.56273896362,1436.29287318515,2398.92646798718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"iy",340.763987804044,1878.628496967,2841.23943458285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ee",387.498235512579,2359.92820237617,2554.69045616092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ee",461.005168676826,1838.72380180838,2766.44975526656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"iy",331.225519003242,2336.11399678702,3400.63793973687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"oe",427.227058187174,1742.37590671629,2635.49054231929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ee",373.881897646906,2222.66901657674,2746.67123788217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"iy",307.537875302899,2356.06380467517,3339.90881204117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"iy",295.41751671182,2603.01215077395,3118.00878085769,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"iy",319.921374572126,2223.75840232378,2800.87037751396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"iy",454.397244715379,2134.46256601109,2990.71794750247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
